sim,mes,estado,ticket,vendas,faturamento
0,1,baixo,6086.767377066477,0.817277777803861,4974.579715937926
0,2,alto,25876.141088865286,2.30767824081439,59713.80774701759
0,3,baixo,4131.247540117514,2.260134259331391,9337.17409919813
0,4,alto,35260.55519631835,2.4518333334115834,86453.00458493235
0,5,alto,37785.76093490669,2.019368055620004,76303.35858924483
0,6,baixo,12018.765647461041,1.8998009259865578,22833.26210626192
0,7,baixo,8060.655645762052,4.328569444582591,34891.107731547774
0,8,medio,16458.50354932712,2.260134259331391,37198.42772916152
0,9,medio,21978.597781783552,3.8471458334561146,84554.87088139639
0,10,baixo,10071.648513830916,2.260134259331391,22763.277854053344
0,11,baixo,6559.060185623747,2.572923611193225,16875.960818828757
0,12,alto,34852.30916293566,0.0,0.0
1,1,baixo,6010.524707095906,0.817277777803861,4912.268276050545
1,2,medio,17139.051182455725,2.30767824081439,39551.415481957214
1,3,alto,31375.15407168104,2.260134259331391,70912.06060920711
1,4,baixo,6045.2522405972195,2.4518333334115834,14821.950952377323
1,5,baixo,6666.668250478238,2.019368055620004,13462.456902431855
1,6,medio,11916.194654762245,1.8998009259865578,22638.39763935338
1,7,baixo,3932.483967517912,4.328569444582591,17022.02994310895
1,8,medio,20973.469175592054,2.260134259331391,47402.8562207865
1,9,medio,20790.645735576945,3.8471458334561146,79984.64611648698
1,10,baixo,8382.128682526942,2.260134259331391,18944.736201503438
1,11,medio,26136.48367074471,2.572923611193225,67247.17595002524
1,12,alto,22598.886332864044,0.0,0.0
2,1,baixo,4790.265307654747,0.817277777803861,3914.977385731
2,2,alto,31263.114278001904,2.30767824081439,72145.20855943867
2,3,alto,40200.67419594858,2.260134259331391,90858.9209984828
2,4,alto,48046.9316628107,2.4518333334115834,117803.0686190277
2,5,baixo,2138.168936117028,2.019368055620004,4317.7500471137355
2,6,alto,45061.51620548128,1.8998009259865578,85607.91021353162
2,7,alto,35532.34756171723,4.328569444582591,153804.23394993794
2,8,baixo,9617.740257297457,2.260134259331391,21737.384252868687
2,9,alto,31336.685273625542,3.8471458334561146,120556.7981847541
2,10,medio,16747.98479678429,2.260134259331391,37852.69421397346
2,11,baixo,5324.021679391819,2.572923611193225,13698.301085411818
2,12,medio,13866.948806803266,0.0,0.0
3,1,baixo,7328.15015738165,0.817277777803861,5989.134276037889
3,2,baixo,6875.9234505261165,2.30767824081439,15867.418932284518
3,3,baixo,8253.855797394182,2.260134259331391,18654.82225927161
3,4,baixo,10429.498288349938,2.4518333334115834,25571.391554135433
3,5,alto,35505.17892128639,2.019368055620004,71698.02412271845
3,6,medio,19934.50056069475,1.8998009259865578,37871.58262428744
3,7,baixo,6000.490857927858,4.328569444582591,25973.541380123705
3,8,alto,52635.26191016096,2.260134259331391,118962.75869203541
3,9,baixo,5086.949014817097,3.8471458334561146,19570.234707357282
3,10,baixo,9741.58893668075,2.260134259331391,22017.29889611582
3,11,medio,16144.530625366158,2.572923611193225,41538.64403763672
3,12,baixo,7401.670137012818,0.0,0.0
4,1,baixo,10231.985238193072,0.817277777803861,8362.374157992344
4,2,baixo,8838.790561407419,2.30767824081439,20397.084653675505
4,3,alto,24643.64599685239,2.260134259331391,55697.94859232097
4,4,alto,30074.68376758681,2.4518333334115834,73738.1121531816
4,5,medio,15857.534270991233,2.019368055620004,32022.198147739145
4,6,baixo,6333.2482505126645,1.8998009259865578,12031.910890826708
4,7,alto,35075.563713637224,4.328569444582591,151827.01334235998
4,8,medio,16710.57517317019,2.260134259331391,37768.14344201454
4,9,medio,16711.381727419513,3.8471458334561146,64291.12258393663
4,10,medio,16617.222157226806,2.260134259331391,37557.15309246899
4,11,baixo,3949.5824982298086,2.572923611193225,10161.974064050999
4,12,medio,15506.11230661086,0.0,0.0
5,1,baixo,2919.330229335974,0.817277777803861,2385.9037225073407
5,2,alto,33683.56996461269,2.30767824081439,77730.84148028583
5,3,baixo,5443.203431734334,2.260134259331391,12302.370556572965
5,4,baixo,5978.778144237627,2.4518333334115834,14658.967547114462
5,5,medio,17628.16964802249,2.019368055620004,35597.762666266746
5,6,alto,22545.449241416307,1.8998009259865578,42831.865345625636
5,7,alto,20360.81865453328,4.328569444582591,88133.21749469997
5,8,baixo,4818.265482225056,2.260134259331391,10889.926886930734
5,9,medio,15151.185707820467,3.8471458334561146,58288.82096776134
5,10,baixo,6916.724122157562,2.260134259331391,15632.725150832148
5,11,baixo,6824.859137229592,2.572923611193225,17559.84121724584
5,12,alto,37119.829751759324,0.0,0.0
6,1,baixo,6893.0952277845445,0.817277777803861,5633.5735499541515
6,2,alto,33831.18482474803,2.30767824081439,78071.48908104101
6,3,medio,21943.201802723208,2.260134259331391,49594.58215375706
6,4,baixo,4250.348829009329,2.4518333334115834,10421.146937591964
6,5,baixo,4479.119731878595,2.019368055620004,9044.991303852874
6,6,baixo,6720.774129079815,1.8998009259865578,12768.132913772333
6,7,alto,38584.258659289226,4.328569444582591,167014.6430744706
6,8,baixo,8486.495447755573,2.260134259331391,19180.619103132263
6,9,medio,14984.66787949629,3.8471458334561146,57648.20259832782
6,10,baixo,3993.3758564597906,2.260134259331391,9025.565583571608
6,11,baixo,6559.142337731216,2.572923611193225,16876.17218992577
6,12,baixo,2075.973982615997,0.0,0.0
7,1,baixo,6336.403443958699,0.817277777803861,5178.601725947297
7,2,baixo,9714.5111109037,2.30767824081439,22417.965910782095
7,3,baixo,7061.641448937993,2.260134259331391,15960.257765859322
7,4,alto,42787.10702836973,2.4518333334115834,104906.85525240595
7,5,medio,16858.616465022897,2.019368055620004,34043.75155141667
7,6,baixo,10911.48168789687,1.8998009259865578,20729.643014551842
7,7,baixo,10485.850983157488,4.328569444582591,45388.734166141825
